id,adults,children,weekends,weekdays,meal_type,room_type,arrival,lead_time,segment,repeat,price,requests,booking_status
5205,2,0,0,1,Meal Plan 1,Room_Type 4,2017-08-21,10.0,Complementary,0,0.0,2,0
5206,1,0,0,1,Meal Plan 1,Room_Type 1,2018-05-27,14.0,Offline,0,62.5,0,0
5207,2,0,2,1,Meal Plan 1,Room_Type 1,2017-11-01,67.0,Offline,0,32.71,0,0
5208,2,0,2,3,Meal Plan 1,Room_Type 1,2018-08-19,303.0,Offline,0,78.0,0,1
5209,1,0,0,3,Meal Plan 1,Room_Type 1,2017-10-20,8.0,Online,1,120.0,2,0
5210,2,0,1,3,Meal Plan 1,Room_Type 1,2018-03-31,86.0,Online,0,82.45,1,0
5211,2,0,1,5,Meal Plan 1,Room_Type 4,2018-07-05,113.0,Online,0,92.94,1,0
5212,2,0,0,3,Meal Plan 1,Room_Type 1,2017-09-15,87.0,Online,0,98.25,1,0
5213,1,0,0,2,Meal Plan 1,,2018-06-24,172.0,Offline,0,95.0,0,1
5214,2,0,1,0,Meal Plan 2,Room_Type 1,2018-12-26,294.0,Online,0,112.5,0,0
5215,1,0,2,1,Meal Plan 1,Room_Type 1,2018-12-18,24.0,Online,0,104.0,1,0
5216,2,0,0,3,Meal Plan 1,Room_Type 1,2018-09-08,204.0,Online,0,126.9,1,1
5217,2,1,1,4,Meal Plan 1,Room_Type 1,2018-10-31,83.0,Online,0,106.38,1,0
5218,2,1,1,2,Meal Plan 2,Room_Type 1,2018-08-12,96.0,Online,0,178.65,2,0
5219,2,0,0,3,Meal Plan 1,Room_Type 1,2018-02-17,44.0,Offline,0,75.0,0,0
5220,2,0,2,0,Meal Plan 1,Room_Type 1,2018-04-24,146.0,Online,0,95.0,0,1
5221,2,0,2,0,Meal Plan 1,Room_Type 4,2018-04-17,40.0,Online,0,114.3,0,1
5222,3,0,0,4,Meal Plan 1,Room_Type 4,2018-09-13,,Online,0,,1,1
5223,1,0,1,0,Meal Plan 1,Room_Type 4,2018-10-17,125.0,Online,0,132.3,2,0
5224,2,0,1,1,Meal Plan 1,Room_Type 1,2018-10-15,32.0,Offline,0,85.0,0,0
5225,2,0,0,2,Not Selected,Room_Type 1,2017-08-18,14.0,Online,0,,1,0
5226,1,0,0,1,Meal Plan 1,Room_Type 1,2018-10-27,2.0,Corporate,0,65.0,0,0
5227,2,1,0,5,Meal Plan 2,Room_Type 1,2018-11-22,21.0,Online,0,115.55,3,0
5228,1,0,0,1,Not Selected,Room_Type 1,2018-05-25,33.0,Online,0,98.1,0,1
5229,2,0,2,0,Meal Plan 1,Room_Type 1,2017-08-23,0.0,Online,0,98.0,0,0
5230,2,0,0,3,Meal Plan 1,Room_Type 4,2018-04-28,106.0,Online,0,111.3,0,0
5231,1,0,2,0,Meal Plan 1,Room_Type 1,2018-07-10,5.0,Corporate,1,65.0,0,0
5232,2,0,0,3,Meal Plan 1,Room_Type 1,2018-08-18,170.0,Online,0,108.3,1,1
5233,3,0,0,1,Meal Plan 1,Room_Type 4,2018-05-20,1.0,Online,0,197.0,0,0
5234,2,0,0,3,Meal Plan 1,Room_Type 1,2017-10-15,193.0,Online,0,65.0,0,1
5235,1,0,1,0,Not Selected,Room_Type 1,2018-05-09,0.0,Offline,0,,0,0
5236,2,0,0,1,Meal Plan 1,Room_Type 4,2018-04-14,16.0,Online,0,142.0,0,1
5237,2,0,2,2,Not Selected,Room_Type 1,2018-10-30,91.0,Online,0,61.33,1,0
5238,2,0,0,3,Meal Plan 1,Room_Type 1,2017-09-09,11.0,Online,0,80.85,1,0
5239,2,0,0,1,Meal Plan 1,Room_Type 1,2018-06-08,56.0,Offline,0,120.0,0,0
5240,2,2,0,3,Meal Plan 1,Room_Type 6,2018-06-28,154.0,Online,0,177.3,3,0
5241,2,0,1,0,Meal Plan 1,Room_Type 5,2018-06-27,151.0,Offline,0,200.0,0,1
5242,2,0,1,2,Meal Plan 1,Room_Type 4,2018-08-15,6.0,Online,0,180.67,1,0
5243,2,0,2,4,Meal Plan 1,Room_Type 1,2018-07-13,132.0,Offline,0,79.56,0,0
5244,1,0,0,2,Meal Plan 1,Room_Type 4,2018-09-21,8.0,Corporate,0,169.38,0,0
5245,1,0,0,1,Meal Plan 1,Room_Type 1,2018-04-19,41.0,Online,0,99.9,1,0
5246,2,0,2,1,Meal Plan 1,Room_Type 1,2017-12-27,0.0,Offline,0,58.0,0,0
5247,1,0,0,2,Meal Plan 1,Room_Type 1,2018-06-15,188.0,Offline,0,,0,1
5248,1,0,2,2,Meal Plan 1,Room_Type 4,2018-05-28,8.0,Online,0,130.48,0,1
5249,2,0,0,1,Not Selected,Room_Type 1,2018-03-29,0.0,Online,0,89.0,0,0
5250,2,0,0,3,Not Selected,Room_Type 1,2017-09-22,4.0,Online,0,133.0,2,0
5251,2,0,0,3,Meal Plan 1,Room_Type 1,2018-06-02,112.0,Offline,0,120.0,1,0
5252,2,0,0,1,Meal Plan 1,Room_Type 1,2018-02-13,2.0,Online,0,91.0,1,0
5253,1,0,0,1,Meal Plan 1,Room_Type 1,2017-10-20,0.0,Offline,0,123.0,0,0
5254,2,0,1,0,Not Selected,Room_Type 1,2018-09-25,33.0,Online,0,,2,0
5255,1,0,1,0,Meal Plan 1,Room_Type 1,2017-09-07,3.0,Online,0,133.0,1,0
5256,2,0,1,3,Meal Plan 1,Room_Type 1,2018-03-28,59.0,Online,0,85.85,1,0
5257,2,0,0,2,Meal Plan 2,Room_Type 1,2018-06-24,265.0,Offline,0,115.0,1,1
5258,2,0,0,2,Meal Plan 2,Room_Type 1,2018-06-15,256.0,Offline,0,115.0,1,1
5259,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-12,105.0,Offline,0,37.5,0,0
5260,2,0,2,1,Meal Plan 1,Room_Type 1,2018-08-20,35.0,Offline,0,85.0,1,0
5261,3,0,1,4,Meal Plan 1,,2018-05-11,55.0,Online,0,150.45,2,0
5262,2,0,0,2,Meal Plan 1,,2018-03-10,21.0,Online,0,93.0,1,0
5263,2,0,0,3,Meal Plan 1,Room_Type 1,2018-06-30,35.0,Online,0,117.9,0,1
5264,2,0,2,1,Not Selected,Room_Type 1,2018-08-27,130.0,Online,0,85.5,2,0
5265,2,0,2,1,Meal Plan 1,Room_Type 4,2018-09-18,78.0,Online,0,158.4,1,0
5266,3,0,2,1,Meal Plan 2,Room_Type 1,2017-08-22,138.0,Offline,0,138.5,1,0
5267,1,0,0,1,Meal Plan 1,Room_Type 1,2018-12-08,6.0,Corporate,1,67.0,1,0
5268,2,0,0,1,Not Selected,Room_Type 1,2017-09-24,50.0,Online,0,86.4,1,0
5269,2,0,1,3,Meal Plan 1,Room_Type 5,2018-06-30,206.0,Online,0,101.83,0,1
5270,2,0,0,2,Meal Plan 1,Room_Type 1,2018-10-21,263.0,Offline,0,110.0,0,1
5271,2,0,1,4,Meal Plan 2,Room_Type 1,2018-12-21,26.0,Online,0,102.72,0,1
5272,2,0,1,3,Meal Plan 1,Room_Type 1,2018-10-03,285.0,Offline,0,100.0,0,1
5273,2,0,0,2,Meal Plan 1,Room_Type 1,2017-09-30,27.0,Offline,0,108.0,0,0
5274,2,0,0,3,Meal Plan 1,Room_Type 1,2018-08-24,142.0,Online,0,108.3,0,0
5275,1,0,0,1,Not Selected,Room_Type 1,2018-08-30,0.0,Online,0,85.24,0,0
5276,2,0,0,1,Meal Plan 1,Room_Type 1,2018-02-04,31.0,Corporate,0,77.0,0,0
5277,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-04,51.0,Online,0,118.8,1,0
5278,2,0,0,3,Meal Plan 1,Room_Type 1,2017-10-06,19.0,Offline,1,90.0,0,0
5279,2,0,1,1,Meal Plan 1,Room_Type 1,2018-06-04,275.0,Offline,0,62.8,0,1
5280,2,0,0,2,Meal Plan 1,Room_Type 1,2018-10-05,22.0,Offline,0,85.0,0,0
5281,2,0,0,3,Meal Plan 1,Room_Type 1,2018-04-14,77.0,Online,0,96.3,1,0
5282,2,0,2,5,Meal Plan 1,Room_Type 1,2018-06-28,155.0,Online,0,90.95,2,0
5283,1,0,0,2,Meal Plan 1,Room_Type 1,2017-09-09,85.0,Corporate,0,,0,0
5284,2,0,2,0,Not Selected,Room_Type 1,2018-06-12,2.0,Online,0,108.5,2,0
5285,2,0,1,1,Meal Plan 1,Room_Type 1,2017-10-12,28.0,Online,0,110.65,2,0
5286,3,0,2,2,Meal Plan 1,Room_Type 4,2018-09-23,151.0,Online,0,162.0,2,1
5287,2,1,0,2,Meal Plan 1,Room_Type 1,2018-05-18,54.0,Online,0,143.1,2,0
5288,3,0,0,3,Meal Plan 1,Room_Type 4,2018-07-07,158.0,Online,0,146.7,2,1
5289,2,0,2,1,Not Selected,Room_Type 1,2017-09-19,3.0,Online,0,,3,0
5290,1,0,1,1,Not Selected,Room_Type 1,2018-03-26,79.0,Online,0,85.5,0,0
5291,2,0,0,3,Meal Plan 1,,2017-10-01,17.0,Online,0,113.33,2,0
5292,2,0,1,0,Meal Plan 1,Room_Type 1,2018-04-18,8.0,Online,0,101.0,1,0
5293,2,0,0,4,Meal Plan 1,Room_Type 4,2018-09-27,39.0,Online,0,128.99,1,1
5294,2,0,0,3,Meal Plan 1,Room_Type 1,2018-03-10,6.0,Online,0,106.33,1,0
5295,2,0,0,1,Meal Plan 1,Room_Type 1,2018-06-08,,Offline,0,120.0,0,0
5296,1,0,1,1,Not Selected,Room_Type 1,2017-10-05,7.0,Online,0,114.0,1,0
5297,2,0,2,2,Not Selected,Room_Type 1,2018-11-12,43.0,Online,0,79.48,2,0
5298,2,0,1,1,Meal Plan 1,Room_Type 1,2017-10-10,174.0,Offline,0,70.0,0,1
5299,1,0,0,3,Meal Plan 1,Room_Type 1,2018-01-19,151.0,Offline,0,70.67,0,0
5300,2,0,1,0,Meal Plan 1,Room_Type 4,2018-10-09,59.0,Online,0,151.2,0,0
5301,2,0,0,2,Meal Plan 1,Room_Type 1,2018-12-02,29.0,Corporate,0,85.0,0,0
5302,2,0,0,2,Meal Plan 2,Room_Type 1,2017-08-14,39.0,Offline,0,101.5,0,0
5303,2,0,1,4,Meal Plan 1,Room_Type 4,2018-07-18,138.0,Online,0,115.6,1,0
5304,2,0,0,1,Not Selected,Room_Type 1,2018-09-03,229.0,Online,0,85.5,0,1
5305,2,0,0,4,Meal Plan 1,Room_Type 1,2018-08-10,175.0,Online,0,99.45,0,1
5306,2,0,0,1,Meal Plan 1,Room_Type 1,2018-09-27,0.0,Corporate,0,160.0,0,0
5307,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-03,70.0,Offline,0,100.0,0,0
5308,2,0,0,2,Meal Plan 2,Room_Type 1,2017-10-16,102.0,Offline,0,101.5,0,1
5309,2,0,2,3,Meal Plan 1,Room_Type 4,2018-04-29,115.0,Online,0,104.55,1,1
5310,1,0,0,2,Meal Plan 2,Room_Type 1,2017-07-01,257.0,Offline,0,80.0,0,0
5311,1,0,1,2,Meal Plan 1,Room_Type 1,2018-06-06,118.0,Offline,0,110.0,0,0
5312,2,0,0,4,Meal Plan 2,Room_Type 1,2018-11-02,50.0,Offline,0,141.0,0,0
5313,2,0,0,2,Meal Plan 1,Room_Type 1,2018-04-28,90.0,Online,0,,1,1
5314,2,0,0,2,Meal Plan 1,Room_Type 1,2018-01-29,21.0,Online,0,80.3,1,0
5315,2,0,2,2,Meal Plan 1,Room_Type 4,2018-05-14,121.0,Online,0,113.05,0,1
5316,2,0,0,3,Meal Plan 1,Room_Type 1,2017-09-17,162.0,Offline,0,70.0,0,1
5317,2,0,1,2,Meal Plan 2,Room_Type 1,2018-09-19,,Online,0,161.1,2,1
5318,1,0,0,1,Meal Plan 1,Room_Type 1,2017-10-15,14.0,Offline,0,100.0,0,0
5319,2,0,0,2,Meal Plan 2,Room_Type 1,2017-09-18,,Offline,0,109.0,0,0
5320,2,0,2,3,Meal Plan 1,Room_Type 1,2018-11-25,66.0,Online,0,88.4,3,0
5321,2,0,1,1,Meal Plan 1,Room_Type 1,2018-04-09,159.0,Offline,0,70.0,1,0
5322,2,0,0,2,Meal Plan 1,Room_Type 1,2018-02-12,2.0,Offline,0,87.0,0,0
5323,2,0,0,4,Meal Plan 1,Room_Type 1,2018-02-03,31.0,Online,0,80.3,0,0
5324,3,0,1,1,Meal Plan 1,Room_Type 4,2018-07-16,155.0,Online,0,137.7,1,1
5325,2,0,1,2,Meal Plan 1,Room_Type 1,2018-12-02,100.0,Online,0,93.6,2,1
5326,2,0,2,3,Meal Plan 1,Room_Type 1,2018-05-13,276.0,Offline,0,61.0,0,1
5327,2,0,1,3,Meal Plan 1,Room_Type 6,2018-06-13,0.0,Online,0,150.92,1,0
5328,1,0,1,0,Meal Plan 1,Room_Type 1,2018-05-30,0.0,Corporate,1,65.0,0,0
5329,3,0,0,2,Meal Plan 1,Room_Type 4,2018-07-26,86.0,Online,0,137.7,0,0
5330,2,0,0,2,Meal Plan 2,Room_Type 1,2017-09-17,56.0,Offline,0,82.0,0,0
5331,2,0,0,3,Meal Plan 1,Room_Type 1,2017-12-31,41.0,Offline,0,118.0,0,0
5332,2,2,2,3,Meal Plan 2,Room_Type 6,2018-08-19,157.0,Online,0,217.6,0,1
5333,2,0,2,2,Meal Plan 1,Room_Type 1,2018-03-20,48.0,Online,0,93.5,2,0
5334,2,0,0,1,Meal Plan 1,Room_Type 1,2018-09-08,112.0,Online,0,129.6,0,1
5335,2,1,0,2,Meal Plan 1,Room_Type 1,2018-04-15,26.0,Online,0,145.0,2,0
5336,2,1,2,0,Meal Plan 1,Room_Type 1,2018-12-25,87.0,Online,0,131.0,0,0
5337,2,1,1,3,Meal Plan 1,Room_Type 1,2018-08-04,141.0,Online,0,119.0,2,0
5338,2,0,1,3,Meal Plan 1,Room_Type 4,2018-03-14,7.0,Online,0,124.0,1,0
5339,1,1,2,5,Meal Plan 1,Room_Type 2,2018-12-28,258.0,Online,0,73.41,3,0
5340,2,0,2,1,Meal Plan 1,Room_Type 4,2018-07-09,52.0,Online,0,116.1,0,1
5341,2,0,2,0,Meal Plan 2,Room_Type 1,2018-04-17,275.0,Offline,0,110.0,0,1
5342,2,0,0,2,Meal Plan 2,Room_Type 1,2017-09-18,74.0,Offline,0,101.5,0,0
5343,2,0,0,5,Meal Plan 1,Room_Type 1,2018-09-06,230.0,Offline,0,137.0,1,1
5344,2,0,0,2,Meal Plan 2,Room_Type 1,2017-08-14,0.0,Offline,0,109.0,0,0
5345,1,0,1,3,Meal Plan 1,Room_Type 4,2018-11-14,6.0,Corporate,0,,0,0
5346,2,0,2,0,Meal Plan 2,Room_Type 1,2018-10-30,75.0,Online,0,105.0,0,1
5347,2,0,0,2,Meal Plan 2,Room_Type 1,2017-10-16,102.0,Offline,0,109.0,0,0
5348,2,1,0,1,Meal Plan 1,Room_Type 1,2018-11-05,11.0,Online,0,150.0,1,1
5349,3,0,2,3,Meal Plan 1,Room_Type 4,2018-03-20,,Online,0,133.1,3,0
5350,2,0,1,3,Meal Plan 1,Room_Type 4,2017-12-17,85.0,Offline,0,60.0,0,0
5351,2,0,2,3,Meal Plan 1,Room_Type 1,2017-11-27,24.0,Offline,0,46.4,0,0
5352,2,0,0,2,Meal Plan 1,Room_Type 1,2018-01-20,13.0,Online,0,96.0,1,0
5353,2,0,1,1,Meal Plan 1,Room_Type 1,2017-09-07,9.0,Online,0,114.5,2,0
5354,2,0,0,2,Meal Plan 1,Room_Type 1,2018-11-18,3.0,Complementary,0,0.0,0,0
5355,2,0,1,2,Not Selected,Room_Type 1,2018-04-25,97.0,Online,0,85.5,0,0
5356,2,0,2,1,Meal Plan 1,Room_Type 4,2018-03-06,0.0,Online,0,110.0,1,0
5357,2,0,1,5,Not Selected,Room_Type 1,2018-11-15,44.0,Online,0,,1,0
5358,2,0,0,3,Meal Plan 1,Room_Type 1,2017-12-30,89.0,Online,0,79.82,0,0
5359,2,0,1,2,Not Selected,,2018-12-02,86.0,Online,0,79.2,1,0
5360,2,0,0,1,Meal Plan 1,Room_Type 1,2018-06-23,16.0,Online,0,101.0,1,0
5361,1,0,0,1,Meal Plan 1,Room_Type 1,2018-06-08,,Offline,0,90.0,1,0
5362,1,0,2,1,Meal Plan 1,Room_Type 1,2018-02-28,116.0,Offline,0,61.0,0,1
5363,1,0,2,5,Meal Plan 1,Room_Type 1,2018-12-27,231.0,Online,0,69.58,0,1
5364,2,0,0,2,Not Selected,Room_Type 1,2018-05-31,11.0,Online,0,119.0,1,1
5365,2,0,1,3,Meal Plan 1,Room_Type 1,2017-09-14,23.0,Online,0,105.0,2,0
5366,2,0,2,1,Meal Plan 2,Room_Type 1,2017-08-08,124.0,Offline,0,94.5,0,1
5367,2,0,0,2,Meal Plan 2,Room_Type 1,2018-06-24,265.0,Offline,0,115.0,1,1
5368,2,0,0,1,Meal Plan 1,Room_Type 1,2018-11-09,4.0,Online,0,205.0,1,0
5369,2,0,2,3,Not Selected,Room_Type 1,2018-01-22,17.0,Online,0,75.0,0,0
5370,2,0,0,5,Meal Plan 1,Room_Type 4,2018-06-21,133.0,Offline,0,90.95,0,0
5371,2,0,0,4,Meal Plan 1,,2018-06-07,111.0,Offline,0,80.24,0,0
5372,2,0,0,1,Meal Plan 1,Room_Type 1,2017-09-02,37.0,Online,0,103.5,2,0
5373,2,0,0,2,Meal Plan 1,Room_Type 1,2018-06-17,46.0,Complementary,0,0.0,0,0
5374,2,0,0,3,Meal Plan 1,Room_Type 1,2018-05-31,12.0,Online,0,111.35,0,1
5375,2,0,0,3,Not Selected,Room_Type 1,2018-06-02,130.0,Online,0,116.1,0,1
5376,2,0,1,2,Meal Plan 1,Room_Type 1,2018-05-13,273.0,Online,0,95.0,0,1
5377,3,0,0,4,Meal Plan 1,Room_Type 4,2018-06-14,89.0,Online,0,169.58,1,1
5378,1,0,0,2,Meal Plan 1,Room_Type 1,2018-06-24,192.0,Offline,0,110.0,0,1
5379,1,0,1,2,Meal Plan 1,Room_Type 1,2018-12-05,3.0,Corporate,0,79.0,0,0
5380,2,0,1,2,Meal Plan 1,Room_Type 2,2017-08-24,0.0,Offline,0,,0,0
5381,2,0,1,3,Meal Plan 1,Room_Type 1,2018-03-24,97.0,Online,0,64.98,1,0
5382,1,0,0,2,Meal Plan 1,Room_Type 1,2018-03-03,1.0,Online,0,101.0,0,1
5383,2,0,1,2,Meal Plan 1,,2018-06-20,193.0,Offline,0,120.0,0,1
5384,2,0,0,2,Not Selected,Room_Type 1,2018-10-20,23.0,Online,0,119.0,1,1
5385,2,0,1,0,Not Selected,Room_Type 1,2018-05-16,7.0,Online,0,89.0,0,0
5386,1,0,0,3,Meal Plan 1,Room_Type 1,2017-12-03,104.0,Offline,0,65.0,0,0
5387,2,0,1,2,Meal Plan 1,Room_Type 1,2017-09-14,237.0,Online,0,89.25,0,1
5388,1,0,0,4,Meal Plan 1,Room_Type 1,2018-10-19,232.0,Online,0,80.75,3,0
5389,2,0,1,2,Meal Plan 1,Room_Type 1,2017-11-23,89.0,Online,0,72.25,2,0
5390,2,0,1,2,Meal Plan 1,Room_Type 4,2017-11-20,57.0,Offline,0,60.0,0,0
5391,2,0,0,5,Meal Plan 1,Room_Type 4,2018-10-25,84.0,Online,0,104.4,0,1
5392,2,0,1,1,Meal Plan 1,Room_Type 4,2018-05-07,18.0,Online,0,141.0,0,1
5393,2,0,0,2,Meal Plan 1,Room_Type 1,2018-08-10,62.0,Online,0,135.9,2,0
5394,2,0,0,4,Meal Plan 1,Room_Type 1,2018-05-10,129.0,Online,0,99.45,0,0
5395,1,0,0,1,Not Selected,Room_Type 1,2018-04-05,0.0,Online,0,89.0,0,0
5396,2,0,0,4,Meal Plan 1,Room_Type 1,2017-07-15,79.0,Online,0,85.5,1,1
5397,1,0,2,4,Meal Plan 1,Room_Type 1,2018-11-25,2.0,Online,0,91.38,0,0
5398,2,0,1,2,Meal Plan 1,,2018-03-21,79.0,Online,0,96.3,0,0
5399,2,0,1,2,Meal Plan 1,Room_Type 1,2018-09-02,230.0,Online,0,96.3,1,0
5400,2,0,0,2,Meal Plan 1,Room_Type 4,2018-08-26,96.0,Online,0,131.4,0,1
5401,1,0,0,2,Meal Plan 1,Room_Type 1,2018-10-05,0.0,Corporate,0,65.0,1,0
5402,1,0,0,1,Meal Plan 1,Room_Type 1,2018-03-18,0.0,Offline,1,45.0,0,0
5403,2,2,0,4,Meal Plan 1,Room_Type 6,2018-06-08,20.0,Online,0,211.0,2,0
5404,1,1,0,3,Meal Plan 1,Room_Type 4,2018-12-27,80.0,Online,0,114.9,1,0
5405,2,1,0,2,Meal Plan 1,Room_Type 1,2018-08-03,91.0,Online,0,148.5,1,0
5406,2,0,1,1,Meal Plan 2,Room_Type 1,2018-07-30,301.0,Offline,0,115.0,1,1
5407,2,0,1,5,Meal Plan 1,Room_Type 1,2018-11-22,10.0,Online,0,91.38,2,0
5408,2,0,0,4,Meal Plan 2,Room_Type 1,2018-05-17,323.0,Offline,0,,1,1
5409,2,0,1,2,Not Selected,Room_Type 1,2018-12-16,185.0,Online,0,79.2,0,1
5410,2,0,2,3,Meal Plan 1,Room_Type 1,2018-08-04,138.0,Online,0,104.55,0,1
5411,1,0,0,2,Meal Plan 1,Room_Type 1,2017-10-15,14.0,Offline,0,100.0,0,0
5412,2,0,2,3,Meal Plan 1,Room_Type 1,2017-09-25,192.0,Offline,0,102.0,0,1
5413,2,0,0,2,Meal Plan 1,Room_Type 4,2018-09-23,141.0,Online,0,163.8,1,0
5414,2,1,2,1,Meal Plan 1,Room_Type 6,2017-09-05,16.0,Online,0,165.0,3,0
5415,2,2,0,2,Meal Plan 1,Room_Type 6,2018-08-16,15.0,Online,0,,0,1
5416,2,0,0,1,Meal Plan 2,Room_Type 1,2017-09-04,1.0,Offline,1,108.0,0,0
5417,1,0,0,2,Meal Plan 2,Room_Type 1,2017-09-18,74.0,Offline,0,87.0,0,0
5418,2,0,1,0,Not Selected,Room_Type 1,2018-08-21,38.0,Online,0,125.1,0,1
5419,2,0,2,0,Meal Plan 1,Room_Type 1,2018-09-25,41.0,Online,0,135.9,1,1
5420,2,1,1,2,Meal Plan 1,Room_Type 1,2018-03-25,0.0,Offline,0,,2,0
5421,2,0,0,4,Meal Plan 1,Room_Type 4,2018-12-28,21.0,Online,0,,0,0
5422,1,0,1,0,Not Selected,Room_Type 1,2018-09-25,21.0,Online,0,87.01,1,0
5423,2,0,2,3,Meal Plan 1,Room_Type 4,2018-10-21,83.0,Online,0,126.72,2,0
5424,2,0,0,2,Meal Plan 2,Room_Type 1,2018-09-13,346.0,Offline,0,115.0,1,1
5425,2,0,0,3,Meal Plan 1,Room_Type 1,2017-10-21,56.0,Online,0,94.5,3,0
5426,2,0,0,3,Meal Plan 1,Room_Type 1,2018-10-12,279.0,Offline,0,110.0,0,1
5427,3,0,1,2,Meal Plan 1,Room_Type 4,2018-02-22,31.0,Offline,0,102.9,1,0
5428,1,0,1,1,Meal Plan 1,Room_Type 1,2018-04-18,100.0,Online,0,91.9,1,0
5429,2,1,2,1,Not Selected,Room_Type 1,2018-09-10,45.0,Online,0,96.33,1,0
5430,2,0,2,4,Meal Plan 1,Room_Type 1,2018-02-27,57.0,Online,0,59.21,1,0
5431,2,0,2,2,Meal Plan 1,Room_Type 1,2018-03-05,64.0,Online,0,71.6,0,0
5432,1,0,0,1,Meal Plan 1,Room_Type 1,2018-11-04,32.0,Online,0,124.0,1,1
5433,2,1,1,0,Meal Plan 1,Room_Type 1,2018-08-14,127.0,Online,0,139.5,0,0
5434,2,0,0,4,Meal Plan 1,Room_Type 1,2018-03-29,16.0,Online,0,141.0,1,0
5435,2,0,0,1,Not Selected,Room_Type 1,2017-12-10,1.0,Online,0,85.0,0,0
5436,1,0,2,0,Meal Plan 1,Room_Type 1,2017-09-20,2.0,Offline,0,77.0,0,0
5437,1,0,0,2,Meal Plan 1,Room_Type 1,2018-07-21,14.0,Corporate,0,105.0,0,1
5438,2,0,1,1,Meal Plan 1,Room_Type 1,2018-06-13,2.0,Online,0,91.0,2,0
5439,2,0,0,1,Meal Plan 1,Room_Type 1,2018-04-06,105.0,Offline,0,75.0,0,1
5440,2,0,0,2,Meal Plan 2,Room_Type 1,2018-09-13,346.0,Offline,0,115.0,1,1
5441,1,0,0,3,Meal Plan 1,Room_Type 1,2018-03-22,95.0,Offline,0,37.33,1,0
5442,2,0,0,1,Not Selected,Room_Type 1,2018-04-08,3.0,Online,0,89.0,0,1
5443,2,0,1,1,Not Selected,Room_Type 1,2018-11-26,98.0,Online,0,79.2,2,1
5444,2,0,0,3,Meal Plan 2,Room_Type 1,2017-09-23,34.0,Offline,0,224.67,0,1
5445,2,0,2,5,Not Selected,Room_Type 1,2018-11-12,13.0,Online,0,59.33,1,0
5446,2,1,0,1,Meal Plan 1,Room_Type 1,2018-07-16,111.0,Online,0,121.5,1,0
5447,1,0,0,1,Meal Plan 1,Room_Type 7,2017-12-10,0.0,Complementary,0,0.0,0,0
5448,3,0,2,5,Meal Plan 1,Room_Type 1,2017-07-28,,Offline,0,88.4,1,0
5449,1,0,1,2,Meal Plan 1,Room_Type 1,2018-09-19,0.0,Corporate,0,185.0,0,0
5450,2,0,0,3,Meal Plan 1,Room_Type 4,2018-08-04,6.0,Online,0,,0,1
5451,3,0,2,3,Meal Plan 2,Room_Type 4,2018-08-19,35.0,Online,0,219.6,0,1
5452,1,0,0,3,Meal Plan 1,Room_Type 1,2018-05-31,113.0,Corporate,0,100.0,0,1
5453,2,0,1,4,Meal Plan 1,Room_Type 1,2018-12-07,270.0,Offline,0,68.0,0,0
5454,2,0,1,1,Not Selected,Room_Type 1,2018-05-07,112.0,Online,0,99.95,0,0
5455,2,0,1,3,Meal Plan 1,Room_Type 1,2018-06-09,65.0,Offline,0,80.75,0,0
5456,2,0,0,2,Meal Plan 2,Room_Type 1,2018-06-24,265.0,Offline,0,115.0,1,1
5457,2,0,1,2,Meal Plan 1,Room_Type 1,2017-10-23,39.0,Online,0,74.88,1,0
5458,2,0,1,1,Meal Plan 2,Room_Type 1,2017-10-05,88.0,Offline,0,,0,0
5459,2,0,2,5,Meal Plan 1,Room_Type 2,2018-09-29,116.0,Online,0,113.09,1,0
5460,2,0,1,1,Not Selected,Room_Type 1,2017-12-28,1.0,Online,0,95.0,1,0
5461,2,1,0,1,Meal Plan 1,Room_Type 1,2018-07-29,125.0,Online,0,130.5,1,0
5462,1,0,1,3,Meal Plan 1,Room_Type 1,2018-10-06,85.0,Offline,0,75.0,0,1
5463,2,2,0,1,Meal Plan 1,Room_Type 6,2017-10-22,,Offline,0,174.25,0,0
5464,2,0,2,2,Meal Plan 1,Room_Type 1,2018-04-23,120.0,Online,0,71.67,1,0
5465,2,0,0,1,Not Selected,Room_Type 1,2018-08-17,5.0,Online,0,127.0,2,0
5466,2,0,2,0,Not Selected,Room_Type 1,2018-09-11,23.0,Online,0,89.0,2,0
5467,2,0,0,2,Meal Plan 1,Room_Type 4,2018-03-25,32.0,Online,0,149.4,0,1
5468,2,0,0,4,Meal Plan 1,Room_Type 1,2018-11-23,54.0,Online,0,97.4,1,0
5469,2,0,0,1,Meal Plan 1,Room_Type 4,2018-09-30,2.0,Online,0,205.0,1,0
5470,2,0,2,3,Meal Plan 1,Room_Type 1,2018-12-01,48.0,Offline,0,68.0,0,0
5471,2,1,0,2,Meal Plan 1,Room_Type 6,2018-08-16,155.0,Online,0,186.3,0,1
5472,2,0,0,1,Meal Plan 1,Room_Type 1,2018-11-11,92.0,Offline,0,90.0,0,0
5473,2,0,0,2,Not Selected,Room_Type 1,2018-11-18,24.0,Offline,0,70.0,0,0
5474,3,0,2,3,Meal Plan 2,Room_Type 1,2018-08-19,165.0,Online,0,180.2,0,1
