room_type,meal_type,segment,lead_time,price,id,adults,children,weekends,weekdays,repeat,requests,arrival_month,booking_status
0.0,3.0,4.0,49.0,116.1,9302,2,0,0,2,0,0,5.0,1
0.0,0.0,3.0,1.0,60.0,9303,1,0,2,1,0,0,2.0,1
0.0,1.0,3.0,226.0,102.76,9304,2,0,0,3,0,0,10.0,1
3.0,1.0,4.0,50.0,193.5,9305,3,0,1,2,0,0,9.0,0
0.0,0.0,3.0,58.0,65.0,9306,2,0,2,1,0,0,1.0,0
0.0,0.0,4.0,263.0,99.88,9307,2,0,2,4,0,0,9.0,1
0.0,3.0,4.0,37.0,120.0,9308,2,0,0,3,0,0,12.0,1
0.0,0.0,3.0,183.0,112.0,9309,2,0,1,4,0,1,8.0,1
3.0,0.0,4.0,1.0,59.75,9310,2,0,2,3,0,0,1.0,0
0.0,0.0,4.0,90.0,99.88,9311,2,0,2,5,0,0,4.0,1
0.0,0.0,3.0,44.0,112.0,9312,2,0,2,2,0,0,11.0,0
0.0,3.0,4.0,22.0,139.0,9313,2,0,2,0,0,1,8.0,1
3.0,0.0,4.0,267.0,105.83,9314,2,0,1,3,0,1,10.0,1
0.0,0.0,4.0,57.0,99.88,9315,2,0,2,2,0,1,12.0,0
0.0,0.0,3.0,58.0,73.0,9316,1,0,0,2,0,0,11.0,0
1.0,3.0,4.0,107.0,116.1,9317,2,0,0,2,0,0,6.0,1
3.0,0.0,4.0,68.0,112.2,9318,1,0,0,3,0,1,4.0,0
0.0,3.0,4.0,57.0,78.69,9319,2,0,2,1,0,1,10.0,0
0.0,3.0,4.0,12.0,95.0,9320,2,0,0,2,0,1,11.0,0
0.0,0.0,3.0,4.0,80.0,9321,1,0,1,1,0,0,8.0,0
3.0,0.0,4.0,0.0,155.0,9322,2,0,1,0,0,2,10.0,0
0.0,0.0,4.0,174.0,112.0,9323,2,0,1,2,0,1,7.0,1
0.0,0.0,4.0,16.0,135.0,9324,2,0,1,3,0,0,9.0,0
3.0,0.0,4.0,296.0,99.88,9325,2,0,2,5,0,1,7.0,1
0.0,0.0,3.0,58.0,90.67,9326,2,0,1,2,0,0,6.0,0
0.0,3.0,4.0,198.0,63.75,9327,2,0,2,3,0,2,12.0,0
0.0,0.0,4.0,179.0,108.9,9328,2,0,2,1,0,1,10.0,1
0.0,0.0,4.0,64.0,115.03,9329,2,1,2,4,0,2,4.0,0
0.0,0.0,4.0,59.0,105.3,9330,2,0,2,1,0,0,4.0,1
0.0,3.0,4.0,122.0,116.1,9331,2,0,0,3,0,2,6.0,0
0.0,0.0,4.0,173.0,100.8,9332,2,0,0,3,0,2,3.0,1
0.0,0.0,2.0,5.0,99.88,9333,1,0,0,4,0,0,2.0,0
0.0,3.0,4.0,5.0,89.0,9334,2,0,0,1,0,0,4.0,0
3.0,0.0,4.0,61.0,140.4,9335,2,0,0,2,0,0,6.0,1
0.0,1.0,3.0,39.0,101.5,9336,2,0,0,2,0,0,8.0,0
3.0,0.0,4.0,36.0,140.4,9337,1,0,2,2,0,0,4.0,1
0.0,0.0,3.0,100.0,80.75,9338,2,0,2,2,0,1,4.0,0
0.0,3.0,4.0,5.0,112.0,9339,2,0,0,3,0,0,10.0,0
0.0,0.0,2.0,85.0,129.73,9340,2,0,0,2,0,0,9.0,0
0.0,0.0,3.0,9.0,87.0,9341,2,0,2,2,0,1,2.0,0
0.0,1.0,4.0,58.0,161.1,9342,2,0,1,2,0,2,9.0,1
0.0,0.0,3.0,46.0,75.0,9343,2,0,1,2,0,0,11.0,0
0.0,0.0,3.0,271.0,101.33,9344,2,0,0,3,0,1,9.0,1
0.0,0.0,4.0,26.0,104.0,9345,2,0,1,1,0,1,11.0,1
0.0,0.0,3.0,317.0,120.0,9346,2,0,0,2,0,0,9.0,1
0.0,1.0,3.0,100.0,140.0,9347,2,0,0,4,0,1,9.0,0
0.0,3.0,4.0,130.0,79.2,9348,2,0,1,1,0,0,11.0,1
0.0,0.0,4.0,205.0,90.95,9349,2,0,2,2,0,0,7.0,1
0.0,0.0,4.0,94.0,72.25,9350,2,0,0,2,0,1,12.0,1
0.0,0.0,4.0,306.0,95.4,9351,2,0,2,1,0,3,8.0,0
0.0,0.0,4.0,45.0,76.3,9352,1,0,1,2,0,0,10.0,0
0.0,0.0,2.0,84.0,65.0,9353,1,0,0,1,1,0,9.0,0
0.0,1.0,4.0,6.0,0.0,9354,2,0,0,2,0,1,12.0,0
0.0,3.0,4.0,195.0,99.88,9355,2,0,2,1,0,1,8.0,1
0.0,0.0,1.0,7.0,99.88,9356,1,0,0,1,1,1,5.0,0
3.0,0.0,4.0,12.0,164.0,9357,2,1,0,2,0,3,8.0,0
0.0,0.0,3.0,37.0,105.0,9358,2,0,0,3,0,0,10.0,0
0.0,0.0,3.0,188.0,130.0,9359,1,0,0,2,0,0,6.0,1
0.0,0.0,3.0,290.0,72.0,9360,2,0,1,2,0,1,6.0,0
0.0,0.0,4.0,82.0,84.15,9361,2,0,2,3,0,1,3.0,0
0.0,0.0,4.0,75.0,90.95,9362,2,0,1,4,0,0,4.0,1
0.0,0.0,3.0,122.0,85.0,9363,2,0,0,2,0,0,4.0,1
0.0,0.0,3.0,157.0,68.0,9364,2,0,0,3,0,0,12.0,0
0.0,3.0,4.0,49.0,93.15,9365,2,0,1,0,0,0,7.0,1
0.0,0.0,4.0,130.0,104.4,9366,2,0,2,1,0,2,10.0,0
0.0,0.0,2.0,3.0,120.0,9367,2,0,2,1,0,0,9.0,0
0.0,0.0,4.0,83.0,70.03,9368,2,0,1,3,0,1,3.0,0
3.0,0.0,4.0,27.0,135.87,9369,2,0,2,4,0,0,5.0,1
0.0,1.0,3.0,39.0,87.0,9370,1,0,0,2,0,0,8.0,0
0.0,0.0,3.0,140.0,70.0,9371,2,0,0,5,0,0,12.0,0
0.0,0.0,3.0,12.0,58.0,9372,2,0,2,2,0,1,12.0,0
0.0,3.0,4.0,196.0,85.5,9373,2,0,0,3,0,0,8.0,1
0.0,0.0,4.0,22.0,99.88,9374,2,1,2,3,0,0,8.0,1
0.0,0.0,4.0,19.0,124.0,9375,2,0,0,1,0,2,9.0,0
0.0,0.0,2.0,30.0,67.0,9376,1,0,1,0,1,0,11.0,0
0.0,0.0,4.0,103.0,126.9,9377,2,0,1,1,0,0,6.0,1
0.0,0.0,4.0,317.0,120.0,9378,2,0,0,2,0,0,9.0,1
0.0,1.0,3.0,257.0,101.5,9379,2,0,0,2,0,0,7.0,1
0.0,0.0,3.0,6.0,77.0,9380,1,0,0,1,0,0,9.0,0
0.0,0.0,4.0,73.0,68.0,9381,2,0,0,4,0,0,7.0,1
0.0,0.0,3.0,116.0,61.0,9382,1,0,2,2,0,0,2.0,1
3.0,0.0,4.0,42.0,124.79,9383,3,0,2,5,0,1,3.0,1
0.0,3.0,4.0,54.0,88.0,9384,2,0,0,2,0,1,11.0,0
0.0,0.0,4.0,10.0,152.0,9385,2,0,0,1,0,1,9.0,0
0.0,0.0,4.0,192.0,90.0,9386,2,0,2,1,0,1,12.0,1
0.0,1.0,4.0,136.0,131.75,9387,2,0,2,5,0,0,7.0,0
3.0,0.0,4.0,93.0,105.3,9388,2,0,1,2,0,2,3.0,1
0.0,0.0,2.0,12.0,60.0,9389,1,0,0,3,0,0,8.0,0
3.0,0.0,3.0,1.0,99.88,9390,2,0,0,3,0,0,9.0,0
0.0,0.0,4.0,255.0,94.35,9391,1,0,1,3,0,0,9.0,1
0.0,3.0,4.0,27.0,54.71,9392,2,0,2,3,0,1,12.0,0
0.0,0.0,3.0,269.0,80.0,9393,2,0,2,3,0,0,12.0,0
3.0,0.0,4.0,140.0,114.33,9394,2,0,1,3,0,1,7.0,0
0.0,0.0,4.0,11.0,90.95,9395,2,0,2,2,0,1,11.0,0
0.0,0.0,3.0,141.0,72.25,9396,2,0,0,3,0,0,8.0,0
3.0,0.0,4.0,161.0,123.46,9397,2,0,0,4,0,1,6.0,1
0.0,0.0,4.0,0.0,107.0,9398,2,0,0,1,0,1,11.0,0
0.0,3.0,4.0,174.0,85.5,9399,2,0,1,2,0,0,7.0,1
0.0,0.0,3.0,26.0,65.0,9400,2,0,1,3,0,1,11.0,0
0.0,3.0,4.0,31.0,99.88,9401,1,0,5,11,0,0,12.0,1
0.0,0.0,3.0,210.0,72.75,9402,2,0,1,3,0,0,10.0,0
0.0,1.0,3.0,292.0,115.0,9403,2,0,0,2,0,0,7.0,1
0.0,1.0,3.0,13.0,96.0,9404,2,0,0,3,0,0,4.0,0
1.0,0.0,4.0,166.0,73.6,9405,2,0,0,3,0,2,4.0,0
6.0,0.0,4.0,32.0,214.21,9406,2,1,2,1,0,1,10.0,0
3.0,0.0,4.0,100.0,150.3,9407,3,0,2,2,0,1,8.0,0
0.0,0.0,3.0,58.0,59.5,9408,2,0,2,3,0,0,3.0,0
0.0,3.0,4.0,196.0,80.75,9409,2,0,1,4,0,1,8.0,0
0.0,0.0,4.0,164.0,99.45,9410,2,0,2,5,0,0,7.0,1
0.0,0.0,4.0,78.0,90.9,9411,1,0,0,1,0,0,4.0,1
0.0,3.0,4.0,46.0,79.2,9412,2,0,2,1,0,0,12.0,0
0.0,0.0,4.0,40.0,64.15,9413,2,0,2,3,0,0,12.0,0
0.0,0.0,4.0,7.0,78.3,9414,2,0,2,1,0,0,1.0,0
0.0,0.0,4.0,13.0,101.0,9415,1,0,2,0,1,2,12.0,0
3.0,0.0,4.0,42.0,168.3,9416,3,0,0,2,0,2,5.0,0
0.0,0.0,2.0,4.0,147.0,9417,1,0,0,3,0,0,7.0,0
0.0,0.0,4.0,149.0,72.25,9418,2,0,2,4,0,0,7.0,1
0.0,0.0,3.0,270.0,80.0,9419,2,0,0,4,0,0,4.0,0
3.0,0.0,4.0,7.0,182.0,9420,3,0,1,5,0,0,6.0,0
3.0,0.0,4.0,56.0,177.3,9421,3,0,2,1,0,3,6.0,0
3.0,0.0,3.0,21.0,107.0,9422,2,0,1,2,0,0,10.0,0
0.0,0.0,0.0,2.0,95.0,9423,1,0,0,1,0,0,4.0,0
0.0,3.0,4.0,41.0,116.1,9424,2,0,1,4,0,1,5.0,1
0.0,0.0,3.0,58.0,65.0,9425,2,0,2,1,0,0,10.0,0
0.0,0.0,3.0,122.0,85.0,9426,2,0,0,2,0,0,4.0,0
0.0,0.0,4.0,22.0,79.2,9427,2,0,1,2,0,0,11.0,0
0.0,0.0,3.0,92.0,102.68,9428,2,0,1,3,0,0,9.0,0
0.0,0.0,3.0,67.0,106.25,9429,2,2,2,3,0,0,7.0,0
0.0,0.0,4.0,58.0,115.2,9430,2,0,2,1,0,2,12.0,0
0.0,1.0,3.0,88.0,99.88,9431,2,0,1,1,0,0,10.0,0
0.0,0.0,4.0,193.0,120.0,9432,2,0,1,2,0,0,6.0,1
3.0,0.0,4.0,25.0,148.0,9433,2,0,0,2,0,1,6.0,0
0.0,1.0,3.0,286.0,117.0,9434,2,0,0,2,0,1,9.0,1
0.0,0.0,4.0,163.0,73.37,9435,2,0,2,5,0,1,4.0,0
0.0,0.0,4.0,111.0,76.5,9436,2,0,1,2,0,1,7.0,1
3.0,0.0,4.0,238.0,140.4,9437,2,0,0,3,0,0,10.0,1
0.0,0.0,3.0,41.0,69.29,9438,2,0,2,5,0,0,12.0,0
0.0,0.0,3.0,213.0,130.0,9439,2,0,0,3,0,0,6.0,1
0.0,0.0,3.0,103.0,61.5,9440,2,0,0,3,0,1,3.0,0
0.0,3.0,4.0,5.0,89.0,9441,1,0,1,1,0,1,3.0,0
0.0,0.0,4.0,0.0,98.0,9442,2,0,0,1,0,1,8.0,0
0.0,0.0,3.0,38.0,80.2,9443,2,0,1,3,0,1,6.0,0
0.0,0.0,2.0,58.0,65.0,9444,1,0,1,1,1,2,7.0,0
0.0,0.0,4.0,119.0,81.0,9445,2,0,0,3,0,1,2.0,1
3.0,0.0,4.0,73.0,99.88,9446,2,0,1,2,0,1,10.0,1
0.0,0.0,3.0,62.0,76.0,9447,2,0,2,3,0,1,4.0,0
0.0,0.0,4.0,55.0,118.33,9448,2,0,0,3,0,1,4.0,1
5.0,0.0,4.0,50.0,181.8,9449,2,2,0,3,0,0,8.0,0
0.0,1.0,3.0,102.0,109.0,9450,2,0,0,2,0,0,10.0,0
0.0,0.0,4.0,69.0,99.88,9451,2,0,0,2,0,0,4.0,1
0.0,0.0,3.0,256.0,76.67,9452,2,0,1,2,0,0,9.0,0
3.0,0.0,4.0,63.0,159.3,9453,3,0,0,3,0,0,6.0,1
0.0,1.0,3.0,102.0,109.0,9454,2,0,0,2,0,0,10.0,0
0.0,0.0,4.0,33.0,85.5,9455,1,0,1,1,0,1,9.0,0
0.0,3.0,4.0,22.0,48.5,9456,1,0,0,5,0,1,11.0,0
3.0,0.0,4.0,3.0,157.27,9457,3,0,0,1,0,1,10.0,0
0.0,0.0,3.0,245.0,110.0,9458,1,0,2,4,0,0,7.0,1
0.0,3.0,4.0,28.0,89.0,9459,2,0,2,0,0,0,4.0,1
1.0,0.0,4.0,208.0,88.77,9460,2,0,2,2,0,2,10.0,0
0.0,3.0,4.0,1.0,128.0,9461,2,0,0,2,0,1,5.0,0
3.0,0.0,4.0,119.0,102.6,9462,2,0,1,1,0,0,12.0,1
1.0,0.0,4.0,104.0,91.6,9463,0,2,2,1,0,2,12.0,0
0.0,1.0,3.0,74.0,109.0,9464,2,0,0,2,0,2,9.0,0
0.0,3.0,4.0,8.0,54.4,9465,1,0,0,2,0,0,12.0,0
0.0,0.0,4.0,69.0,119.8,9466,2,0,0,2,0,2,12.0,0
0.0,3.0,4.0,56.0,125.1,9467,2,1,1,1,0,1,8.0,0
0.0,0.0,3.0,12.0,72.0,9468,2,0,1,0,0,0,10.0,0
0.0,3.0,4.0,51.0,64.45,9469,1,0,0,1,0,1,10.0,0
0.0,0.0,4.0,132.0,106.2,9470,2,1,0,5,0,0,11.0,1
0.0,0.0,3.0,42.0,106.2,9471,3,0,2,1,0,0,3.0,1
0.0,0.0,4.0,25.0,155.67,9472,2,0,1,2,0,4,9.0,0
3.0,0.0,4.0,5.0,99.88,9473,2,0,0,3,0,1,4.0,0
3.0,0.0,4.0,49.0,98.87,9474,2,0,0,3,0,2,6.0,0
0.0,0.0,2.0,58.0,140.0,9475,2,0,0,2,0,0,5.0,1
0.0,0.0,3.0,256.0,76.67,9476,2,0,1,2,0,0,9.0,0
0.0,3.0,4.0,147.0,90.95,9477,2,0,1,5,0,0,4.0,1
5.0,0.0,4.0,19.0,155.0,9478,2,2,0,1,0,2,9.0,0
3.0,0.0,4.0,11.0,186.0,9479,3,0,1,1,0,2,5.0,0
0.0,3.0,3.0,1.0,75.0,9480,2,0,2,1,0,0,8.0,0
0.0,0.0,3.0,12.0,58.0,9481,2,0,0,2,0,0,12.0,0
0.0,0.0,2.0,58.0,99.88,9482,1,0,0,1,0,0,2.0,0
1.0,0.0,4.0,184.0,101.05,9483,2,0,0,3,0,0,10.0,1
0.0,0.0,4.0,5.0,99.88,9484,2,0,0,2,0,2,8.0,0
0.0,0.0,4.0,141.0,105.3,9485,2,0,2,1,0,2,7.0,0
0.0,0.0,3.0,275.0,90.0,9486,2,0,1,4,0,0,10.0,1
0.0,1.0,3.0,8.0,89.0,9487,2,0,2,2,0,0,12.0,0
3.0,0.0,4.0,49.0,87.3,9488,2,0,1,2,0,0,3.0,1
0.0,0.0,4.0,230.0,83.78,9489,2,0,1,3,0,2,5.0,0
0.0,0.0,4.0,90.0,76.5,9490,2,0,2,3,0,1,8.0,0
0.0,0.0,3.0,59.0,85.0,9491,2,0,0,2,0,0,10.0,0
0.0,0.0,4.0,34.0,72.76,9492,2,0,0,3,0,1,10.0,0
3.0,3.0,4.0,0.0,99.88,9493,2,0,0,2,0,0,9.0,0
0.0,0.0,3.0,211.0,100.0,9494,2,0,0,2,0,0,5.0,1
0.0,0.0,3.0,168.0,85.0,9495,2,0,1,2,0,0,4.0,1
4.0,0.0,2.0,13.0,99.88,9496,2,0,0,4,0,0,2.0,0
0.0,3.0,4.0,140.0,109.2,9497,2,0,2,1,0,2,6.0,0
0.0,3.0,4.0,19.0,74.8,9498,2,0,1,3,0,2,11.0,0
0.0,1.0,3.0,247.0,115.0,9499,2,0,1,1,0,1,6.0,1
0.0,1.0,3.0,55.0,104.0,9500,2,0,0,1,0,0,4.0,0
3.0,1.0,4.0,114.0,191.0,9501,3,0,4,5,0,0,7.0,1
0.0,0.0,4.0,119.0,76.5,9502,2,0,1,0,0,1,7.0,1
0.0,3.0,4.0,6.0,111.67,9503,2,0,2,1,0,3,10.0,0
0.0,0.0,3.0,212.0,78.0,9504,2,0,2,3,0,1,5.0,0
0.0,1.0,3.0,292.0,115.0,9505,2,0,0,2,0,0,7.0,1
3.0,0.0,4.0,6.0,166.0,9506,1,0,1,1,0,1,7.0,0
0.0,0.0,4.0,3.0,142.33,9507,1,2,0,3,0,0,6.0,0
0.0,0.0,3.0,19.0,90.0,9508,2,0,0,3,1,0,10.0,0
5.0,0.0,4.0,69.0,139.57,9509,3,0,2,3,0,1,10.0,0
0.0,0.0,3.0,32.0,85.0,9510,2,0,0,2,0,0,11.0,0
0.0,0.0,4.0,278.0,89.25,9511,2,1,1,3,0,0,11.0,1
3.0,0.0,1.0,0.0,0.0,9512,2,0,1,4,0,1,9.0,0
0.0,0.0,3.0,7.0,48.4,9513,2,0,1,4,0,0,1.0,0
0.0,3.0,4.0,39.0,67.5,9514,2,0,0,1,0,0,2.0,0
0.0,1.0,3.0,55.0,99.88,9515,2,0,0,1,0,0,4.0,0
0.0,0.0,4.0,2.0,195.0,9516,2,0,0,1,0,1,9.0,0
0.0,0.0,4.0,55.0,109.35,9517,1,0,1,2,0,0,5.0,1
3.0,0.0,4.0,15.0,117.0,9518,2,0,2,1,0,1,10.0,0
0.0,0.0,2.0,29.0,85.0,9519,2,0,0,2,0,0,12.0,0
0.0,0.0,3.0,290.0,72.0,9520,2,0,1,2,0,0,6.0,1
0.0,3.0,4.0,58.0,63.75,9521,2,0,2,3,0,2,12.0,1
0.0,0.0,4.0,164.0,99.88,9522,2,2,2,2,0,0,8.0,1
0.0,3.0,4.0,45.0,99.0,9523,2,0,0,2,0,0,8.0,1
0.0,0.0,3.0,180.0,100.0,9524,2,0,1,1,0,1,5.0,0
0.0,0.0,4.0,158.0,114.3,9525,2,0,0,2,0,2,7.0,1
0.0,0.0,3.0,279.0,110.0,9526,2,0,0,3,0,0,10.0,1
3.0,0.0,4.0,6.0,137.0,9527,2,0,0,2,0,1,12.0,0
0.0,0.0,4.0,60.0,88.4,9528,2,0,1,3,0,2,12.0,0
0.0,0.0,4.0,128.0,114.3,9529,2,0,1,2,0,0,8.0,1
0.0,3.0,4.0,63.0,73.8,9530,1,0,0,3,0,1,11.0,0
0.0,1.0,3.0,377.0,90.0,9531,1,0,0,2,0,0,10.0,0
0.0,1.0,3.0,256.0,90.0,9532,1,0,0,2,0,0,6.0,0
0.0,0.0,4.0,11.0,99.88,9533,1,0,0,1,0,2,9.0,0
0.0,0.0,4.0,186.0,106.25,9534,2,1,2,2,0,1,8.0,1
0.0,0.0,4.0,58.0,162.33,9535,2,0,2,1,0,0,9.0,1
0.0,0.0,4.0,66.0,179.1,9536,2,0,1,3,0,2,11.0,0
1.0,0.0,4.0,285.0,81.81,9537,2,0,2,3,0,0,10.0,1
0.0,0.0,4.0,8.0,101.0,9538,2,0,0,1,0,2,6.0,0
3.0,0.0,4.0,19.0,165.0,9539,2,0,0,2,0,1,11.0,0
0.0,1.0,3.0,346.0,115.0,9540,2,0,0,2,0,1,9.0,1
0.0,3.0,4.0,32.0,88.0,9541,2,0,0,2,0,1,12.0,0
0.0,0.0,1.0,5.0,0.0,9542,1,0,0,1,0,0,8.0,0
0.0,1.0,3.0,7.0,112.2,9543,2,0,1,1,0,0,10.0,0
3.0,0.0,4.0,58.0,107.41,9544,1,0,0,2,0,1,10.0,0
5.0,0.0,4.0,40.0,207.9,9545,2,2,0,2,0,1,8.0,1
0.0,0.0,3.0,4.0,99.88,9546,1,0,0,3,0,1,9.0,0
0.0,0.0,2.0,12.0,100.0,9547,2,0,1,3,0,0,10.0,0
0.0,3.0,4.0,21.0,117.0,9548,2,0,0,2,0,0,4.0,1
0.0,3.0,4.0,6.0,132.0,9549,2,0,1,1,0,0,7.0,1
3.0,0.0,4.0,8.0,58.41,9550,2,0,1,3,0,0,12.0,0
0.0,0.0,4.0,179.0,113.4,9551,2,0,2,2,0,0,9.0,1
0.0,0.0,3.0,56.0,185.0,9552,2,0,2,2,0,0,9.0,0
0.0,0.0,4.0,12.0,104.0,9553,2,0,2,0,0,0,12.0,0
0.0,0.0,4.0,107.0,87.5,9554,2,0,2,2,0,1,11.0,0
3.0,0.0,4.0,12.0,140.0,9555,2,0,1,4,0,0,3.0,1
0.0,0.0,3.0,0.0,89.75,9556,1,0,0,1,0,0,11.0,0
0.0,1.0,3.0,256.0,90.0,9557,1,0,0,2,0,0,6.0,0
3.0,0.0,4.0,157.0,135.9,9558,2,0,1,2,0,0,9.0,1
3.0,0.0,4.0,5.0,157.0,9559,3,0,0,3,0,2,4.0,0
0.0,0.0,2.0,6.0,67.0,9560,1,0,0,1,1,0,12.0,0
3.0,0.0,0.0,3.0,110.0,9561,1,0,5,10,0,0,5.0,1
0.0,0.0,3.0,1.0,12.0,9562,2,0,1,1,0,1,10.0,0
0.0,0.0,2.0,4.0,81.0,9563,1,0,0,1,0,0,2.0,0
0.0,0.0,3.0,263.0,110.0,9564,2,0,0,2,0,0,10.0,1
0.0,3.0,4.0,62.0,99.88,9565,1,0,2,2,0,1,11.0,0
0.0,0.0,3.0,58.0,40.0,9566,2,0,1,2,0,0,9.0,0
0.0,0.0,4.0,57.0,148.95,9567,3,0,0,2,0,0,4.0,0
0.0,0.0,3.0,42.0,72.0,9568,2,0,0,3,0,0,11.0,0
0.0,0.0,3.0,58.0,115.0,9569,1,0,2,1,0,0,10.0,1
0.0,0.0,3.0,148.0,67.0,9570,2,0,1,4,0,0,12.0,0
0.0,0.0,4.0,93.0,134.1,9571,2,1,1,4,0,0,8.0,1
0.0,0.0,2.0,58.0,99.88,9572,1,0,3,5,0,0,5.0,0
0.0,0.0,4.0,16.0,166.0,9573,2,0,1,1,0,1,7.0,0
3.0,0.0,4.0,48.0,139.5,9574,2,0,0,3,0,1,10.0,0
0.0,0.0,3.0,58.0,125.0,9575,3,0,2,1,0,0,5.0,1
3.0,0.0,4.0,5.0,105.0,9576,2,0,1,2,1,1,11.0,0
0.0,0.0,4.0,93.0,99.88,9577,2,0,2,3,0,1,8.0,1
4.0,0.0,2.0,105.0,110.97,9578,2,0,1,2,0,0,10.0,0
0.0,1.0,4.0,21.0,129.0,9579,2,0,0,1,0,0,3.0,1
0.0,3.0,4.0,58.0,94.5,9580,2,0,0,1,0,0,7.0,1
0.0,0.0,4.0,58.0,73.95,9581,2,0,0,4,0,1,11.0,1
0.0,0.0,3.0,43.0,75.0,9582,2,0,0,3,0,0,11.0,0
0.0,0.0,3.0,186.0,72.25,9583,2,0,0,3,0,0,8.0,0
0.0,0.0,3.0,258.0,110.0,9584,2,0,1,0,0,0,10.0,1
0.0,0.0,2.0,1.0,88.0,9585,1,0,0,1,0,1,7.0,0
0.0,0.0,4.0,120.0,105.3,9586,2,0,2,0,0,1,5.0,1
0.0,0.0,4.0,21.0,102.0,9587,2,0,0,2,0,1,2.0,0
0.0,0.0,2.0,13.0,65.0,9588,1,0,1,0,0,0,11.0,0
0.0,0.0,3.0,207.0,161.67,9589,2,0,1,2,0,0,12.0,0
3.0,0.0,4.0,4.0,95.2,9590,2,0,2,2,0,1,12.0,0
3.0,0.0,4.0,52.0,149.4,9591,2,0,2,0,0,1,7.0,0
1.0,0.0,4.0,222.0,86.63,9592,2,0,0,1,0,0,8.0,1
0.0,0.0,3.0,58.0,75.0,9593,2,0,0,2,0,0,11.0,0
0.0,0.0,4.0,134.0,119.85,9594,2,0,2,5,0,1,6.0,1
1.0,0.0,4.0,71.0,69.0,9595,2,0,0,2,0,1,3.0,0
0.0,1.0,4.0,77.0,108.65,9596,1,0,0,5,0,2,8.0,0
0.0,3.0,4.0,69.0,125.1,9597,2,0,0,1,0,0,9.0,0
0.0,0.0,3.0,166.0,110.0,9598,1,0,0,3,0,0,11.0,1
0.0,0.0,3.0,58.0,110.0,9599,2,0,0,3,0,0,10.0,1
1.0,0.0,4.0,35.0,77.25,9600,2,0,0,1,0,0,12.0,0
0.0,0.0,3.0,250.0,95.0,9601,2,0,1,3,0,0,9.0,1
0.0,0.0,4.0,0.0,88.0,9602,1,0,0,1,0,0,1.0,0
0.0,0.0,3.0,1.0,99.88,9603,1,0,2,1,0,0,2.0,1
0.0,0.0,4.0,33.0,108.9,9604,2,0,0,1,0,0,5.0,0
0.0,0.0,4.0,58.0,99.88,9605,2,1,2,2,0,2,5.0,0
3.0,0.0,3.0,115.0,90.95,9606,2,0,1,3,0,1,5.0,0
0.0,3.0,4.0,155.0,86.4,9607,2,0,2,0,0,0,8.0,1
0.0,0.0,4.0,112.0,76.5,9608,2,0,1,2,0,1,8.0,0
3.0,0.0,4.0,96.0,168.3,9609,3,0,1,0,0,2,6.0,0
0.0,0.0,2.0,0.0,67.0,9610,1,0,1,3,1,1,12.0,0
0.0,0.0,3.0,27.0,120.0,9611,2,0,0,1,0,0,6.0,0
0.0,0.0,4.0,67.0,109.1,9612,2,0,0,1,0,0,4.0,0
0.0,0.0,3.0,35.0,76.5,9613,2,0,1,1,0,1,10.0,0
3.0,0.0,4.0,54.0,86.58,9614,2,0,0,4,0,0,3.0,0
0.0,0.0,4.0,62.0,76.5,9615,2,0,2,3,0,1,7.0,1
3.0,0.0,4.0,165.0,138.9,9616,3,0,0,3,0,0,8.0,1
0.0,1.0,3.0,13.0,96.0,9617,2,0,0,3,0,0,4.0,0
0.0,0.0,4.0,77.0,90.95,9618,2,0,1,3,0,1,4.0,0
0.0,0.0,2.0,4.0,59.0,9619,1,0,1,0,0,0,1.0,0
0.0,3.0,4.0,13.0,93.75,9620,1,0,1,3,0,2,10.0,0
0.0,0.0,4.0,16.0,84.0,9621,2,0,0,1,0,0,11.0,0
3.0,0.0,4.0,266.0,104.55,9622,3,0,1,3,0,0,12.0,0
0.0,0.0,4.0,159.0,119.85,9623,2,1,0,3,0,1,5.0,1
0.0,3.0,4.0,20.0,63.2,9624,2,0,0,4,0,0,2.0,1
0.0,0.0,3.0,163.0,110.0,9625,2,0,0,3,0,0,9.0,1
0.0,0.0,4.0,252.0,106.3,9626,2,0,2,1,0,0,10.0,1
3.0,0.0,4.0,11.0,130.33,9627,2,0,2,4,0,0,4.0,0
0.0,1.0,3.0,83.0,112.2,9628,2,0,0,1,0,0,9.0,0
0.0,0.0,4.0,53.0,118.8,9629,2,0,0,3,0,2,10.0,0
0.0,3.0,4.0,38.0,99.88,9630,1,0,0,1,0,1,3.0,0
0.0,0.0,4.0,158.0,114.3,9631,2,0,1,1,0,0,8.0,1
0.0,0.0,4.0,0.0,79.0,9632,1,0,0,1,0,1,11.0,0
5.0,0.0,4.0,58.0,207.9,9633,2,2,1,1,0,1,8.0,0
0.0,3.0,4.0,249.0,53.45,9634,1,0,2,3,0,1,12.0,0
0.0,0.0,3.0,86.0,58.0,9635,2,0,0,3,0,0,3.0,0
0.0,0.0,4.0,76.0,126.9,9636,1,0,0,3,0,0,5.0,0
0.0,0.0,3.0,256.0,76.67,9637,2,0,1,2,0,0,9.0,0
0.0,3.0,4.0,58.0,65.2,9638,1,0,2,5,0,1,2.0,0
0.0,0.0,3.0,58.0,75.0,9639,2,0,0,3,0,0,11.0,0
1.0,0.0,4.0,233.0,86.62,9640,2,0,0,2,0,0,8.0,1
0.0,0.0,3.0,59.0,105.0,9641,3,0,1,3,0,1,4.0,0
